id,timestamp,dayweek,year,month,day,steps,calories,dist_total,dist_act_high,dist_act_med,dist_act_low,dist_act_sede,mins_act_high,mins_act_med,mins_act_low,mins_act_sede
29,2016-04-09,Saturday,2016,4,9,7338,2519,4.67,1.08,0.13,3.46,0.0,27,5,204,717
29,2016-04-10,Sunday,2016,4,10,569,1799,0.34,0.0,0.0,0.34,0.0,0,0,27,1368
29,2016-04-11,Monday,2016,4,11,6242,2543,3.9,0.74,0.23,2.93,0.0,46,22,126,741
29,2016-04-12,Tuesday,2016,4,12,430,625,0.26,0.0,0.0,0.26,0.0,0,0,14,75
30,2016-04-02,Saturday,2016,4,2,20188,3377,15.62,12.06,0.85,2.71,0.0,124,19,172,1125
30,2016-04-03,Sunday,2016,4,3,25701,3697,20.14,16.82,1.63,1.69,0.0,165,36,97,1142
30,2016-04-04,Monday,2016,4,4,17395,3209,13.2,9.67,0.18,3.35,0.0,100,4,213,1123
30,2016-04-05,Tuesday,2016,4,5,17167,3167,13.41,9.96,0.31,3.14,0.0,98,8,184,1150
30,2016-04-06,Wednesday,2016,4,6,16435,3122,12.42,8.96,0.55,2.91,0.0,100,14,191,1135
30,2016-04-07,Thursday,2016,4,7,17078,3176,13.2,9.97,0.24,2.99,0.0,101,6,190,1143
30,2016-04-08,Friday,2016,4,8,11693,2790,9.53,6.77,0.26,2.5,0.0,60,6,153,1221
30,2016-04-09,Saturday,2016,4,9,11159,2715,9.13,6.69,0.25,2.19,0.0,59,6,120,1255
30,2016-04-10,Sunday,2016,4,10,10118,2684,7.73,3.05,0.8,3.88,0.0,30,18,207,1185
30,2016-04-11,Monday,2016,4,11,16064,3097,12.72,9.98,0.36,2.38,0.0,96,8,155,1181
30,2016-04-12,Tuesday,2016,4,12,290,791,0.21,0.0,0.0,0.21,0.0,0,0,16,599
31,2016-04-01,Friday,2016,4,1,0,1429,0.0,0.0,0.0,0.0,0.0,0,0,0,1440
31,2016-04-02,Saturday,2016,4,2,0,1429,0.0,0.0,0.0,0.0,0.0,0,0,0,1440
31,2016-04-03,Sunday,2016,4,3,0,1429,0.0,0.0,0.0,0.0,0.0,0,0,0,1440
31,2016-04-04,Monday,2016,4,4,0,1429,0.0,0.0,0.0,0.0,0.0,0,0,0,1440
31,2016-04-05,Tuesday,2016,4,5,0,1429,0.0,0.0,0.0,0.0,0.0,0,0,0,1440
31,2016-04-06,Wednesday,2016,4,6,1931,1607,1.28,0.0,0.0,1.28,0.0,0,0,94,1346
31,2016-04-07,Thursday,2016,4,7,5181,1776,3.43,1.0,0.91,1.51,0.01,15,15,107,1303
31,2016-04-08,Friday,2016,4,8,12026,2162,9.14,5.7,0.93,2.51,0.0,47,13,150,1230
31,2016-04-09,Saturday,2016,4,9,5360,1832,3.55,0.54,1.55,1.46,0.0,8,28,148,1256
31,2016-04-10,Sunday,2016,4,10,2545,1657,1.69,0.0,0.0,1.67,0.02,0,0,126,1314
31,2016-04-11,Monday,2016,4,11,1636,1377,1.08,0.0,0.0,1.08,0.0,0,0,86,1139
31,2016-04-12,Tuesday,2016,4,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440
32,2016-04-01,Friday,2016,4,1,14179,3669,11.25,6.23,1.06,3.96,0.0,73,21,195,719
32,2016-04-02,Saturday,2016,4,2,3358,2702,2.66,0.0,0.0,2.66,0.0,0,0,144,657
32,2016-04-03,Sunday,2016,4,3,9152,3304,7.26,1.99,0.82,4.45,0.0,25,13,243,600
32,2016-04-04,Monday,2016,4,4,13935,4234,11.05,4.09,0.79,6.17,0.0,105,16,220,658
32,2016-04-05,Tuesday,2016,4,5,12846,4128,10.19,5.0,0.75,4.44,0.0,113,15,189,686
32,2016-04-06,Wednesday,2016,4,6,9124,3798,7.24,0.0,0.25,6.99,0.0,55,6,230,728
32,2016-04-07,Thursday,2016,4,7,9725,3839,7.71,2.41,0.53,4.77,0.0,83,11,181,670
32,2016-04-08,Friday,2016,4,8,8350,3713,6.63,1.49,0.53,4.61,0.0,72,10,167,868
32,2016-04-09,Saturday,2016,4,9,2240,2606,1.78,0.0,0.0,1.78,0.0,0,0,110,843
32,2016-04-10,Sunday,2016,4,10,2631,2624,2.09,0.0,0.0,2.09,0.0,0,0,117,727
32,2016-04-11,Monday,2016,4,11,8837,3775,7.01,1.54,0.88,4.59,0.0,74,17,182,811
32,2016-04-12,Tuesday,2016,4,12,3246,1882,2.57,0.83,0.71,1.03,0.0,65,15,49,243
33,2016-04-01,Friday,2016,4,1,2174,2360,1.7,0.0,0.0,1.7,0.0,0,0,112,1328
33,2016-04-02,Saturday,2016,4,2,3494,2517,2.69,0.0,0.0,2.69,0.0,0,0,166,1274
33,2016-04-03,Sunday,2016,4,3,2380,2400,1.86,0.0,0.0,1.86,0.0,0,0,131,1309
33,2016-04-04,Monday,2016,4,4,3159,2462,2.46,0.0,0.0,2.46,0.0,0,0,147,1293
33,2016-04-05,Tuesday,2016,4,5,6835,2786,5.34,0.37,0.73,4.24,0.0,5,15,212,1208
33,2016-04-06,Wednesday,2016,4,6,2098,2354,1.63,0.0,0.0,1.63,0.0,0,0,112,1328
33,2016-04-07,Thursday,2016,4,7,2816,2437,2.2,0.0,0.0,2.2,0.0,0,0,138,1302
33,2016-04-08,Friday,2016,4,8,1408,1814,1.1,0.0,0.0,1.1,0.0,0,0,79,1052
34,2016-04-01,Friday,2016,4,1,4592,2260,2.94,0.1,0.14,2.7,0.0,4,8,176,748
34,2016-04-02,Saturday,2016,4,2,8452,3004,5.41,0.26,0.39,4.76,0.0,9,24,328,1079
34,2016-04-03,Sunday,2016,4,3,7238,2667,4.63,0.11,0.23,4.29,0.0,2,6,279,636
34,2016-04-04,Monday,2016,4,4,3821,2229,2.45,0.0,0.22,2.23,0.0,0,9,161,675
34,2016-04-05,Tuesday,2016,4,5,2332,2100,1.49,0.01,0.18,1.3,0.0,1,10,111,904
34,2016-04-06,Wednesday,2016,4,6,2121,2114,1.36,0.0,0.0,1.36,0.0,0,0,122,855
34,2016-04-07,Thursday,2016,4,7,1291,1961,0.83,0.0,0.0,0.83,0.0,0,0,77,888
34,2016-04-08,Friday,2016,4,8,1467,1953,0.94,0.1,0.21,0.63,0.0,2,8,71,912
34,2016-04-09,Saturday,2016,4,9,1022,1890,0.65,0.0,0.0,0.65,0.0,0,0,63,739
34,2016-04-10,Sunday,2016,4,10,4605,2253,2.95,0.0,0.0,2.95,0.0,0,0,179,1261
34,2016-04-11,Monday,2016,4,11,178,1725,0.11,0.0,0.0,0.11,0.0,0,0,12,1428
34,2016-04-12,Tuesday,2016,4,12,20,728,0.01,0.0,0.0,0.01,0.0,0,0,6,598
35,2016-04-01,Friday,2016,4,1,18700,3527,15.77,8.7,0.16,6.91,0.0,67,3,247,1123
35,2016-04-02,Saturday,2016,4,2,27572,4220,23.28,14.72,1.21,7.34,0.01,116,24,260,1040
35,2016-04-03,Sunday,2016,4,3,15260,3864,8.12,1.8,0.75,5.57,0.0,106,17,259,1058
35,2016-04-04,Monday,2016,4,4,20779,3662,18.38,11.73,0.65,6.0,0.0,78,16,208,1138
35,2016-04-05,Tuesday,2016,4,5,10695,2834,8.05,0.77,0.18,7.09,0.01,10,3,246,1181
35,2016-04-06,Wednesday,2016,4,6,24136,4039,20.84,12.22,0.54,8.08,0.0,87,16,318,1019
35,2016-04-07,Thursday,2016,4,7,10910,2947,8.38,2.96,0.39,5.03,0.0,32,11,212,1185
35,2016-04-08,Friday,2016,4,8,23014,4196,20.35,11.1,0.63,8.62,0.0,70,29,359,982
35,2016-04-09,Saturday,2016,4,9,16470,3841,8.04,0.0,0.02,8.02,0.0,90,9,289,1052
35,2016-04-10,Sunday,2016,4,10,28497,4526,27.5,21.92,1.12,4.46,0.0,128,46,211,1055
35,2016-04-11,Monday,2016,4,11,10622,2820,8.0,1.47,0.15,6.37,0.01,18,7,225,1190
35,2016-04-12,Tuesday,2016,4,12,2350,938,1.78,0.0,0.0,1.78,0.0,0,0,58,531
